"";"idPartida";"id";"jogador";"equipe";"tipo";"tempo";"quarto";"placar";"posX";"posY";"msg";"X"
"NA.17736";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17737";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17738";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17739";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17740";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17741";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17742";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17743";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17744";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17745";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17746";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17747";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17748";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17749";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17751";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17753";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17754";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17755";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17756";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17757";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17758";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17759";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17760";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17761";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17762";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17763";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17764";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17765";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17766";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17767";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17768";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17769";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17770";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17771";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17772";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17773";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17774";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17775";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17776";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17777";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17778";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17779";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17780";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17781";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17782";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17783";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17784";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17785";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17786";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17787";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17788";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17789";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17790";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17792";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17793";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17794";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17795";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17796";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17797";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17798";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17799";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17801";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17802";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17803";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17804";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17805";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17807";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17808";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17809";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17810";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17811";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17812";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17813";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17814";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17815";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17816";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17817";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17818";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17819";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17820";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17821";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17822";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17823";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17824";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17825";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17826";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17827";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17828";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17829";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17830";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17831";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17833";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17834";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17836";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17837";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17838";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17839";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17840";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17842";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17843";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17844";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17846";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17847";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17849";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17850";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17851";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17852";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17853";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17854";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17855";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17857";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17858";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17859";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17860";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17861";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17862";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17863";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17864";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17865";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17866";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17867";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17868";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17869";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17870";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17871";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17872";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17873";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17874";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17876";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17877";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17878";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17879";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17880";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17881";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17882";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17883";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17884";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17885";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17886";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17887";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17888";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17889";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17890";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17891";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17892";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17893";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17894";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17895";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17896";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17897";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17898";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17899";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17901";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17902";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17903";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17904";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17905";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17906";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17907";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17908";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17909";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17910";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17911";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17912";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17913";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17914";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17915";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17916";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17917";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17918";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17919";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17920";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17921";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17922";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17923";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17924";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17925";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17926";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17927";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17928";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17929";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17930";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17931";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17932";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17933";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17934";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17935";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17936";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17937";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17938";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17939";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17940";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17941";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17942";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17943";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17944";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17945";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17946";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17947";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17948";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17949";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17950";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17951";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17952";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17953";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17954";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17955";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17956";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17957";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17958";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17959";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17960";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17961";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17962";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17963";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17964";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17965";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17966";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17967";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17968";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17969";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17970";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17971";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17972";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17974";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17975";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416623";20351;578;78;3;"SBS";"00:59";4;"84 x 68";NA;NA;"Sai G. Giovannoni ";NA
"416626";20351;575;78;3;"ASS";"01:14";4;"84 x 66";NA;NA;"Assistência do G. Giovannoni (5 assistência(s) - Equipe: 18 assistência(s))";NA
"416650";20351;551;78;3;"A3E";"03:05";4;"78 x 64";309.5;186;"G. Giovannoni erra tentativa para três pontos. (1/6 - 16.7% - Equipe: 7/19 - 36.8%)";NA
"416651";20351;550;78;3;"FAR";"03:09";4;"78 x 64";NA;NA;"G. Giovannoni sofre falta. ";NA
"416667";20351;534;78;3;"FAC";"03:49";4;"74 x 64";NA;NA;"G. Giovannoni comete falta. (3 falta(s) - Equipe: 17 falta(s))";NA
"416669";20351;532;78;3;"ASS";"04:14";4;"74 x 62";NA;NA;"Assistência do G. Giovannoni (4 assistência(s) - Equipe: 16 assistência(s))";NA
"NA.17976";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416714";20351;487;78;3;"A2C";"08:00";4;"69 x 57";407.5;149;"G. Giovannoni acerta arremesso de dois pontos. (6/10 - 60.0% - Equipe: 17/41 - 41.5%)";NA
"NA.17977";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416732";20351;469;78;3;"A2C";"08:54";4;"67 x 55";410.5;184;"G. Giovannoni acerta arremesso de dois pontos. (5/9 - 55.6% - Equipe: 16/40 - 40.0%)";NA
"NA.17978";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416737";20351;464;78;3;"A2C";"09:31";4;"67 x 53";383.5;121;"G. Giovannoni acerta arremesso de dois pontos. (4/8 - 50.0% - Equipe: 15/39 - 38.5%)";NA
"NA.17979";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416759";20351;422;78;3;"A3E";"01:43";3;"63 x 49";309.5;171;"G. Giovannoni erra tentativa para três pontos. (1/5 - 20.0% - Equipe: 6/16 - 37.5%)";NA
"NA.17980";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416776";20351;405;78;3;"RED";"02:53";3;"58 x 48";NA;NA;"G. Giovannoni pega rebote defensivo. (9 rebote(s) - Equipe: 34 rebote(s))";NA
"416779";20351;402;78;3;"FAC";"03:08";3;"58 x 48";NA;NA;"G. Giovannoni comete falta. (2 falta(s) - Equipe: 10 falta(s))";NA
"416781";20351;400;78;3;"A3E";"03:14";3;"58 x 48";388.5;230;"G. Giovannoni erra tentativa para três pontos. (1/4 - 25.0% - Equipe: 6/15 - 40.0%)";NA
"416783";20351;398;78;3;"A2E";"03:20";3;"58 x 48";416.5;208;"G. Giovannoni erra tentativa para dois pontos. (3/7 - 42.9% - Equipe: 13/35 - 37.1%)";NA
"416784";20351;397;78;3;"REO";"03:29";3;"58 x 48";NA;NA;"G. Giovannoni pega rebote ofensivo. (8 rebote(s) - Equipe: 32 rebote(s))";NA
"416794";20351;387;78;3;"A2C";"04:11";3;"55 x 48";408.5;135;"G. Giovannoni acerta arremesso de dois pontos. (3/6 - 50.0% - Equipe: 13/34 - 38.2%)";NA
"NA.17981";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17982";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416813";20351;368;78;3;"TOC";"05:02";3;"55 x 46";NA;NA;"G. Giovannoni dá um toco. ";NA
"416816";20351;365;78;3;"FAR";"05:32";3;"55 x 44";NA;NA;"G. Giovannoni sofre falta. ";NA
"416829";20351;352;78;3;"ASS";"06:26";3;"53 x 42";NA;NA;"Assistência do G. Giovannoni (3 assistência(s) - Equipe: 12 assistência(s))";NA
"416839";20351;342;78;3;"ERR";"07:47";3;"48 x 40";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"NA.17983";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416851";20351;330;78;3;"A2E";"08:38";3;"48 x 37";411.5;156;"G. Giovannoni erra tentativa para dois pontos. (2/5 - 40.0% - Equipe: 8/28 - 28.6%)";NA
"416852";20351;329;78;3;"RED";"08:48";3;"48 x 37";NA;NA;"G. Giovannoni pega rebote defensivo. (7 rebote(s) - Equipe: 28 rebote(s))";NA
"NA.17984";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17985";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17986";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416876";20351;285;78;3;"FAR";"00:34";2;"44 x 32";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.17987";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416890";20351;271;78;3;"A3E";"01:46";2;"39 x 30";171.5;100;"G. Giovannoni erra tentativa para três pontos. (1/3 - 33.3% - Equipe: 5/12 - 41.7%)";NA
"416901";20351;260;78;3;"FAR";"02:25";2;"39 x 30";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.17988";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17989";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416938";20351;223;78;3;"FAC";"04:15";2;"33 x 27";NA;NA;"G. Giovannoni comete falta. (1 falta(s) - Equipe: 7 falta(s))";NA
"NA.17990";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416946";20351;215;78;3;"A2C";"05:06";2;"31 x 27";62.5;104;"G. Giovannoni acerta arremesso de dois pontos. (2/4 - 50.0% - Equipe: 5/18 - 27.8%)";NA
"416947";20351;214;78;3;"REO";"05:12";2;"31 x 25";NA;NA;"G. Giovannoni pega rebote ofensivo. (6 rebote(s) - Equipe: 20 rebote(s))";NA
"NA.17991";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416954";20351;207;78;3;"A3E";"05:35";2;"31 x 25";172.5;110;"G. Giovannoni erra tentativa para três pontos. (1/2 - 50.0% - Equipe: 5/9 - 55.6%)";NA
"416960";20351;201;78;3;"RED";"06:20";2;"28 x 25";NA;NA;"G. Giovannoni pega rebote defensivo. (5 rebote(s) - Equipe: 18 rebote(s))";NA
"416966";20351;195;78;3;"TOC";"06:30";2;"28 x 25";NA;NA;"G. Giovannoni dá um toco. ";NA
"416974";20351;187;78;3;"BOR";"07:10";2;"28 x 25";NA;NA;"G. Giovannoni recupera a bola. ";NA
"416978";20351;183;78;3;"RED";"07:19";2;"28 x 25";NA;NA;"G. Giovannoni pega rebote defensivo. (4 rebote(s) - Equipe: 17 rebote(s))";NA
"NA.17992";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17993";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17994";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"417021";20351;120;78;3;"SBS";"00:22";1;"15 x 20";NA;NA;"Sai G. Giovannoni ";NA
"417040";20351;101;78;3;"A3C";"01:50";1;"13 x 20";177.5;121;"É de três! G. Giovannoni acerta arremesso de três pontos. (1/1 - 100.0% - Equipe: 4/5 - 80.0%)";NA
